1433,"Love the game. But it still has problems. I had to delete it because it started crashing so much i couldnt even play a single match. They should make coins and gems easier to get. Also here's an idea, dual exterminators. And they should be half off if u already have exterminator ;)"
1445,Its a great porgress Working game
1448,Great Game I wish that all of the old weapons and maps can be added back
1449,The best game
1453,It is an awsome game but the chests would be awsome if it gave you up to 100 gems
1454,It a good game
1455,This game is really fun
1465,The graphics are amazing and so is the game
1473,This is the best game I ever had
1482,It's a good game with good whatever I think it's a little too big though im about out of space on my phone. Good app tho would definitely recommend.
1494,Fkn love this game ❤
1501,Great game not good for beginers
1514,The game is really good.It gives you great prizes but when i updated the game i lost 36 gems and 15 coins.Pixle gun can you get those gems and coins back to me plaese.THX
1522,Great Game so fun but to laggy but I still love it
1525,It would not let me update the game I deleted it and installed it and it took me to good
1544,This game is fun you get to meet other people and new things
1549,"THIS GAME IS COOL,WE CAN ALL BE FREE"
1558,This game is amazing
1560,This game was good but now you got to spend so much money and i had to delete 4 game's for this update it's to much space i will delete this game if it keep's on updating.
1562,Good game nice graphics and one of the best shooter games☺☺☺
1570,This game  is  awesome!!!!!!!!!
1573,I love the game so much
1574,The coolest game ever
1578,"Good game, but upgrade price too high"
1581,This game is the best pixel game ever
1586,Switched devices and lost all my in-game money
1587,Awesome but please add in super  good guns but cheap and also better guns for deadly games thing I refer to it as gun game
1593,I love the game it's all I play
1595,This Game Is A Fun Gun Game For Mobile Gamers
1603,I love this game called pixel gun it's the most amazing kind of Minecraft mixed up with Call of Duty I ever played
1606,"Love the game but, I lost all my progress and all my guns. I dont know if the developers or makers of the game could help me??"
1619,Best pixel game of all time
1623,The most shity game
1624,ItsIt's  a good game but more cool then my other game
1627,"The game is pretty awesome,better than any other pixel game. But I would review it with of 4/5"
1632,Fun game to play with friends
1648,I love your game
1656,I think this is the best shooter game on android/apple
1659,I love your game
1685,It is awesome whoever this is should get this game for real homie
1698,This game is fun and exciting I hope that yall have a new update
1700,Great game love everything about it but I wish that that chest rewards won't all ways the same thing
1703,The game is simple sentence  AWESOME
1707,"I love the game so much. It's addictive,chaotic,and good graphics. I would recommend this app for anyone who loves shooting games"
1710,I think that this is the best game ever
1715,Such A Great Game! It's Awesome 😜😜
1729,I love this game
1738,It's a great game but u can't look at ur clan without  a update  and u can't do mini games without the update
1745,Its a really fun game
1749,"I don't know what it is. The large selection of guns, the enemy design or just the thrill of winning but I freaking love this game.&lt;3&lt;3&lt;3."
1751,I played this game back when it first came out when the prototype sniper was the best weapon and I quit for a couple years only to come back to (me no longer being the best) a variety of different guys and weapons and features and it blew my mind but only complaint is that it's pretty pay 2 win and prices to pay are kinda high not everyone can buy a bunch of gems (like me Srry I'm pay 2 win) and coins are Impossible to grind alot of em out but other than that 5/5 keep it up!
1760,Best gun game ever because I've been looking for a gun game that's like minecraft and here it is
1764,I just love this game I can't delete it like but good pixal graphics.
1765,this game is awesome
1772,I love this game great pixel art
1774,Great gameplay and great graphics and such an addicting game
1776,I I think this game should do  cooler updates because this game is super cool &gt;:3
1782,I love this game it's the best hope u make another
1793,I love this game because it's really cool.😀☺😁and I really like shooting games
1799,"I just spent 20 Pounds on gems the a new update came out, and what do you know new update don't exist and I got mugged off 20 pounds. Either give the money or I will get your game taken down permanently"
1813,"I like the game but whenever I go click friends or Battle or to do anything social, It says update and whenever I click the update button it takes me to the app store but doesn't show me to update! I have an android and there should be no problem but there is and its scaring and making me feel miserable and always less energetic, But here's something stupid I have to tell you, my little brothers tablet is old and you can update it!? NOT THIS SAMSUNG GALAXY S7 EDGE!? HUH!? Please!! you need to stop the useless update for goodness!!!!!😠😡😠😡😠"
1814,It is fun thank you for the game😉!!!
1824,I love the game
1846,Best game every
1855,Great game but having trouble with new upgrade  just released Feb 22...
1856,My game tells me to update but then when I go to play store there are no updates of pixel gun only uninstall and open.........PLSS HELP ME
1860,Good job creators! This is the game of my life.Start making more like this cool one!
1861,It's a good game but you should add Moore charictor customize
1862,I love this game but make guns cost less coins.
1863,Nice game
1870,Man this game was good until the recent update came now it's telling me to update and not let me play until I update. But I already updated it won't let me play So it sucks   now
1871,Love I game the great pixle usage is amazing very addictive.
1872,This game is amazing so Download it now 😀
1877,Good but this game was so much better before. Now everything is just more expensive and there are ads unlike before. Remove the ads and the rating will increase
1890,Great game
1895,This game will take up time but is fun so try playing it And yes s worth it
1905,ILL ALWAYS play this game and the update on the news of the game was a teaser it came out yesterday
1910,"You should make a coin place to get a ton of coins and gems for golden league and up. Also no trophy penalties when you leave a game. Also put in weapons and armor called the TAMASAMA set that is op, and it glows blue because nothing in this game even glows"
1962,I liked it becaulse there are cool gun and gagets and also realy cool pets always update love the game its amazing i spend all my spare time on this game its fun creative. Its minecraft meets call of duty (COD)
1968,The game is fun addictive and competetive with ranks to climb and leagues to pass
1997,I love this game this is the game i really play
2013,I love this game it very fun
2022,This game is very fun and cool
2028,I love the game
2044,I had the game for 3 years
2051,Good game it's like minecraft with guns very fun keep updating game and cya! :)
2064,It's the best game ever
2088,It is the best and most loved game of all time    ( definetly recomend)!
2101,This game is my favourite ever and i play it constantly. The only things that bug me are 1 the ads  2 people kill me when they aren't even facing me 3 coins and xp are too hard to get. Also I am level 26 but i can't get  anymore diamonds or coins. Please make more levels
2118,I think this is a best game ever you should play it
2124,Cool game and fun
2127,I love this game and I play it all the time  I definetly recommend it
2132,"Its a good and a really fun game to play, but before the newest update I had a lot of good guns, after this update these weapons are really bad comparing to other weapons. I think this is because of the new combat level system. My question abaut this system is: Do you have to reach a particular level to actually upgrade your weapons to a higher combat level? I'am level 32 now and I see guns like the adamant bomber level 17 but I only can upgrade it up to level 15... I hope the old guns maybe can get a buff so you can compete against others without buying too much gems."
2134,It's a cool game to play better gun game
2172,The parkour need free check points like 30 don't like the game that much.
2188,this game Is awesome!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
2191,Love e the game always will top in bracket always
2202,The best game ever
2244,ITS THE BEST GAME ON MY TABLET
2261,It's a great game but I have to keep updating and each one is sooo much data and it keeps telling me about the parkour city 3018 map when I already have it.
2275,It a good shooting game
2276,THIS IS MY NEW FAVORITE GAME
2287,I love this  game
2288,I love this game because all the weapons and modes and gadets
2300,Very good 3d shooting game
2319,It's  a nice game without  out it oh well
2345,Stupif and broken mechanics only idiots play this game ahem talking to those 50 million people who  downloaded  it
2361,I LOVE THIS GAME
2368,BEST GAME but pleas give me some gems or coins  thx
