,Unnamed: 0,Rating,Review,lang,cleaned
5,5,3,"I really like this game, I am currently on level 38 with my friends. However, I caught up with them by pure control and time because they spent money on this game. I often got a lot of kills by Anti- hero rifle of the sniper catagory, but! Due to the earliest update, it really got meddled up! I won jackpots and upgraded this weapon so effortively, but it's now only level 16 with 57 fire rate and 5 capacity. It was use to be one-shot kill, body or head. It costed more than the anti-champion rifle. I really want some other weapons all balanced naturally by stimulating precision between effort the no money spenders have put on it",en,"I really like this game , I be currently on level 38 with my friend . However , I catch up with them by pure control and time because they spend money on this game . I often get a lot of kill by Anti- hero rifle of the sniper catagory , but exclamation_point Due to the early update , it really get meddle up exclamation_point I win jackpot and upgrade this weapon so effortively , but it 's now only level 16 with 57 fire rate and 5 capacity . It be use to be one-shot kill , body or head . It cost more than the anti-champion rifle . I really want some other weapon all balance naturally by stimulate precision between effort the no money spender have put on it"
6,6,3,I like it I can just never get good weapons theirs just to much to buy,en,I like it I can just never get good weapon theirs just to much to buy
10,10,5,I really love this game it contains strategy and other stuff and anyway it has really awesome Huns I could buy that what I think of this game. So I decided to give this app 5 stars,en,I really love this game it contain strategy and other stuff and anyway it have really awesome Huns I could buy that what I think of this game . So I decide to give this app 5 star
17,17,5,It good to play the game,en,It good to play the game
25,25,4,Nice game,en,Nice game
34,34,5,Best game ever I played,en,Best game ever I play
36,36,5,It's awesome,en,It 's awesome
44,44,5,You should get it,en,You should get it
58,58,5,This game has great graphics it has really good gameplay and the controls are lit download it you will love it-Tyler,en,This game have great graphic it have really good gameplay and the control be lit download it you will love it-Tyler
68,68,5,This game is so good,en,This game be so good
69,69,5,It Real  cool,en,It Real cool
80,80,5,This game is the game I liked alot,en,This game be the game I like alot
93,93,5,I love playing this game it's so much fun to play.,en,I love play this game it 's so much fun to play .
113,113,5,I think the game is AWESOME!!!!,en,I think the game be AWESOME exclamation_point exclamation_point exclamation_point exclamation_point
115,115,5,It is nice I have it for 4 years but now I it tells me there is a update but the play store says there is not and I can't play it anymore,en,It be nice I have it for 4 year but now I it tell me there be a update but the play store say there be not and I ca n't play it anymore
120,120,5,Ruined a great game with the new update,en,Ruined a great game with the new update
132,132,5,Love it,en,Love it
157,157,5,it's a nice game!,en,it 's a nice game exclamation_point
158,158,5,the best game,en,the best game
160,160,5,This game is cool,en,This game be cool
171,171,4,Cool,en,Cool
175,175,4,I love it but it could be better,en,I love it but it could be good
176,176,5,The best game ever seen!!!!,en,The best game ever see exclamation_point exclamation_point exclamation_point exclamation_point
178,178,5,My brother is caca,en,My brother be caca
191,191,5,Addive,en,Addive
207,207,5,Its my fav game,en,Its my fav game
219,219,5,I LOVE this game you should get it but there are zombies in it!  So watch out!  XD,en,I LOVE this game you should get it but there be zombie in it exclamation_point So watch out exclamation_point XD
229,229,5,Very addicting. I owe my cousin big time for telling me to get it. Highly recommended,en,Very addict . I owe my cousin big time for tell me to get it . Highly recommend
230,230,5,Cool,en,Cool
234,234,5,The best game in the history,en,The best game in the history
235,235,5,Cooolll,en,Cooolll
243,243,5,This is very fun thank haha ㅋ,en,This be very fun thank haha ㅋ
265,265,1,So like the game won't let me play. Keeps saying I need to update but there's no update available. I really wanna play,en,So like the game won n't let me play . Keeps say I need to update but there 's no update available . I really wan na play
266,266,5,The size is way too big but good game play,en,The size be way too big but good game play
272,272,5,I have nothing to say,en,I have nothing to say
275,275,5,Cool,en,Cool
278,278,5,Love this game,en,Love this game
285,285,5,Cool,en,Cool
286,286,5,TNX I LIKE THIS GAME,en,TNX I LIKE THIS GAME
291,291,5,I love it I've been playing it for 4 long years. Inf/10,en,I love it I 've be play it for 4 long year . Inf/10
292,292,5,It's the most most most fantastic game ever,en,It 's the most most most fantastic game ever
298,298,5,Amazing game but needs less expensive but more good guns,en,Amazing game but need less expensive but more good gun
305,305,5,The new update is the worst pls owner of the game make it normal,en,The new update be the bad pls owner of the game make it normal
308,308,5,I love the guns and the armor,en,I love the gun and the armor
314,314,5,This is so cool game I would recommend this game,en,This be so cool game I would recommend this game
315,315,1,This game won't let me play it just stay at the same screen can you fix it.,en,This game won n't let me play it just stay at the same screen can you fix it .
318,318,3,Minecraft of duty,en,Minecraft of duty
322,322,5,Awesome Really good time game play,en,Awesome Really good time game play
331,331,1,It s for little kids,en,It s for little kid
335,335,5,Very nice game i love it i love it very mach and i like see new guns new maps so i like it but one more please THE LAG IS REAL IF I GO IN THE STORE THE LAG IS NOT STOP IF I GET OUT AT THE STORE THE LAG IS stoping... so good game and when i do update some times it says do update AGAIN but i did the update so please fix it 28/2/2018,en,Very nice game i love it i love it very mach and i like see new gun new map so i like it but one more please THE LAG IS REAL IF I GO IN THE STORE THE LAG IS NOT STOP IF I GET OUT AT THE STORE THE LAG IS stop ... so good game and when i do update some time it say do update AGAIN but i do the update so please fix it 28/2/2018
342,342,5,Cooles Spiel,en,Cooles Spiel
345,345,5,Greatest shooting game ever,en,Greatest shooting game ever
358,358,5,Amazing! It's like Minecraft but gun battle!!!,en,Amazing exclamation_point It 's like Minecraft but gun battle exclamation_point exclamation_point exclamation_point
359,359,5,I love this game becuse we get to shot more players,en,I love this game becuse we get to shoot more player
368,368,5,Could you add new guns and can I please have one free I'm very bad at the game  and also great controls Great game keep it up,en,Could you add new gun and can I please have one free I 'm very bad at the game and also great control Great game keep it up
371,371,5,Thank you relysoft becase pixle gun 3d inspired my heart,en,Thank you relysoft becase pixle gun 3d inspired my heart
372,372,5,I bought a $99.99 mpack I didn't get it,en,I buy a $ 99.99 mpack I do n't get it
373,373,5,Cool game,en,Cool game
374,374,5,"Its real good, make it not pay to win and bring back pixelgun world",en,"Its real good , make it not pay to win and bring back pixelgun world"
377,377,5,This is the best game I'll played In my life,en,This be the best game I 'll play In my life
390,390,1,Troubleshooting,en,Troubleshooting
398,398,5,It so cool because everything is awesome!!!!!!!!!!!!!!!!!!!,en,It so cool because everything be awesome exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point
400,400,5,I love its varieties of games and mini games during its updates now being able to craft makes more better,en,I love it variety of game and mini game during it update now be able to craft make more well
408,408,5,It's mentally awsome and most peeps like shooter games so this is the best choice,en,It 's mentally awsome and most peep like shooter game so this be the best choice
414,414,5,Yes we are going out to the car,en,Yes we be go out to the car
420,420,5,#Loved it. # yes. # cool . #Yeah,en,# Loved it . # yes . # cool . # Yeah
427,427,5,My game is stuck2,en,My game be stuck2
431,431,5,Vitor bals,en,Vitor bals
440,440,5,Good graphics,en,Good graphic
442,442,5,This is the best,en,This be the best
444,444,5,Its the best game ever,en,Its the best game ever
445,445,5,I knew this game when it was only 1 million downloads that was a long time ago it was also fun and up to now its still fun. Thanks Rillisoft,en,I know this game when it be only 1 million downloads that be a long time ago it be also fun and up to now it still fun . Thanks Rillisoft
447,447,5,It's a great game,en,It 's a great game
457,457,5,This is the best game ever,en,This be the best game ever
459,459,5,Fun and easy,en,Fun and easy
467,467,5,Realllllllly goooood,en,Realllllllly goooood
470,470,5,Amazing game it is hard you just need to play long,en,Amazing game it be hard you just need to play long
474,474,5,Really addictive,en,Really addictive
475,475,5,It is obviously a good game!,en,It be obviously a good game exclamation_point
477,477,5,Cool,en,Cool
478,478,5,It is good!!!!!!!!!!!!,en,It be good exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point
479,479,5,Cool,en,Cool
482,482,5,Good!!Its very good!!#!,en,Good exclamation_point exclamation_point Its very good exclamation_point exclamation_point # exclamation_point
488,488,5,It is fun,en,It be fun
493,493,1,Stuck in first loading lol,en,Stuck in first loading lol
495,495,5,Great game all in all,en,Great game all in all
512,512,5,Trash,en,Trash
514,514,5,"In one word, amazing! It's fun, addicting, and a great time killer! I love the fact that you can customize your skin, cape, etc. The map and game mode options are awesome and so are the guns, but it takes so long to get coins. Still a good game though! Cool!",en,"In one word , amaze exclamation_point It 's fun , addict , and a great time killer exclamation_point I love the fact that you can customize your skin , cape , etc . The map and game mode option be awesome and so be the gun , but it take so long to get coin . Still a good game though exclamation_point Cool exclamation_point"
515,515,5,It's a great game but I when it's time for my egg to hatch I have to wait another 25 minutes when 25 minutes are over I have to wait another 1 hour it's so annoying and now I only have I pet I'm so annoyed please fix it and please reply:(,en,It 's a great game but I when it 's time for my egg to hatch I have to wait another 25 minute when 25 minute be over I have to wait another 1 hour it 's so annoying and now I only have I pet I 'm so annoyed please fix it and please reply : (
517,517,5,This is an awesome game super fun and addictive I've played this game for a while and instill loving it... but since the new update it costs hundreds of gems/coins to upgrade a weapon that's the only default.,en,This be an awesome game super fun and addictive I 've play this game for a while and instill love it ... but since the new update it cost hundred of gems/coins to upgrade a weapon that 's the only default .
524,524,5,It is good,en,It be good
527,527,2,"Can't play it anymore i updated it yesterday and now it say update your game for new stuff and other things but i got the last update and i just cant play a match, i cant go in my friends list, cant go to my clan, fix this please i don't wanna lose my account again.",en,"Ca n't play it anymore i update it yesterday and now it say update your game for new stuff and other thing but i get the last update and i just cant play a match , i cant go in my friend list , cant go to my clan , fix this please i do n't wan na lose my account again ."
528,528,5,I love this game but it's not letting me get the new update or not letting me play me play pvp or go on my clan please fix this,en,I love this game but it 's not let me get the new update or not let me play me play pvp or go on my clan please fix this
539,539,5,It is awesome but can you maybe add a few better guns,en,It be awesome but can you maybe add a few good gun
542,542,5,It didn't load .,en,It do n't load .
561,561,5,Omg this is amaizing! And i had reccorded and some girl she said are you rec? And i left the game..lol XD,en,Omg this be amaizing exclamation_point And i have reccorded and some girl she say be you rec ? And i leave the game..lol XD
564,564,4,"I love it,but the update is too big so plz make it smaller",en,"I love it , but the update be too big so plz make it small"
568,568,5,Make it more realistic.,en,Make it more realistic .
570,570,5,It's really fun to play,en,It 's really fun to play
573,573,5,Totes awesome,en,Totes awesome
577,577,5,Its good,en,Its good
596,596,5,Join in this beautiful game,en,Join in this beautiful game
601,601,5,It's so awesome has lots of skins and guns and so much other things you can play besides teamdeath match on here,en,It 's so awesome have lot of skin and gun and so much other thing you can play besides teamdeath match on here
602,602,5,Game Rov,en,Game Rov
611,611,5,Im love this game,en,Im love this game
615,615,5,Einfach cool,en,Einfach cool
625,625,5,You should try this game 🎮 it is the best😜,en,You should try this game 🎮 it be the best😜
633,633,4,I like this game n would highly appreciate you people to download it but why do this game keep telling me to update it even though i updated it?,en,I like this game n would highly appreciate you people to download it but why do this game keep tell me to update it even though i update it ?
634,634,1,818mb and unable to install!?,en,818mb and unable to install exclamation_point ?
643,643,5,NICE GAME LOVE IT ALOT!,en,NICE GAME LOVE IT ALOT exclamation_point
646,646,5,It's sick,en,It 's sick
654,654,5,It good,en,It good
667,667,1,Waste of space,en,Waste of space
669,669,5,THIS GAME HAS FRICKIN ODERS BUT they won't read why rules and they hate me so much but I like my avatar♥♥♥♡♡♡,en,THIS GAME HAS FRICKIN ODERS BUT they won n't read why rule and they hate me so much but I like my avatar♥♥♥♡♡♡
673,673,5,Coolll,en,Coolll
687,687,5,I love You,en,I love You
697,697,3,It's OK,en,It 's OK
709,709,5,I have played this game for 4 YEARS! It has not dissatisfied me 😢,en,I have play this game for 4 YEARS exclamation_point It have not dissatisfy me 😢
713,713,5,Good game for chatting and having teamwork,en,Good game for chat and have teamwork
719,719,5,I love this coolest game evvvveeeerrrr!!!!!!😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😜😜😜😜😜😜😜😜😜😜😙😙😙😙😙😙😙😙😘😘😘😘😘😘😉😉😉😉😉,en,I love this cool game evvvveeeerrrr exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😜😜😜😜😜😜😜😜😜😜😙😙😙😙😙😙😙😙😘😘😘😘😘😘😉😉😉😉😉
722,722,4,I like this but the co-op survival no,en,I like this but the co-op survival no
723,723,5,This is the best game I usally download can you add a 1-shot gun for diamonds it would be great!,en,This be the best game I usally download can you add a 1-shot gun for diamond it would be great exclamation_point
724,724,5,This is awesome i am becoming a pro,en,This be awesome i be become a pro
733,733,3,It's a good game except... I GET ONE HIT ALL THE TIME can you  at least make it scale because theese other people are to strong now it used to be easy and now every second I get killed by annoying people and the robo samarai... WHY JUST.. WHY he is to strong and I don't have enough gems for him others have problems with him to probably and it's too easy to lose trophies when u hit lvl 12 because everyone has op weapons so can u at least scale people better,en,It 's a good game except ... I GET ONE HIT ALL THE TIME can you at least make it scale because theese other people be to strong now it use to be easy and now every second I get kill by annoy people and the robo samarai ... WHY JUST.. WHY he be to strong and I do n't have enough gem for him others have problem with him to probably and it 's too easy to lose trophy when u hit lvl 12 because everyone have op weapon so can u at least scale people better
739,739,5,I love it sometimes!!!! But I get angry also,en,I love it sometimes exclamation_point exclamation_point exclamation_point exclamation_point But I get angry also
744,744,5,Worst part is u can't hack this like easy but my favourite game good game,en,Worst part be u ca n't hack this like easy but my favourite game good game
755,755,5,Dis istest game i played !,en,Dis istest game i play exclamation_point
762,762,5,I love and i hope this is hack or invincible,en,I love and i hope this be hack or invincible
782,782,3,Gets boring,en,Gets bore
792,792,3,"This game was pretty good, and it kinda still is, but some things just don't make sense anymore. When I think of Pixel Gun, I think the wide variety of unique and creative weapons, but now there are what every game shouldn't have: Clones. It's good to have an alternative build of one weapon but to make it a whole different weapon just seems weird, maybe if it were a switchable alternative that needs to be bought with gems, then MAYBE it'd make more sense. The Sandbox is eh. You used to be able to make your own server for specifications, like a server mainly for talking or even cancerous sexual roleplay, now they removed that option to make your own server, which is kind better, but at the same time bad. Also, now you can only go to one map and that's it, the map only changes when the game decides it. So if the update decides the map is going to be Winter Island, it's gonna be that way. The controls are now limited, back then we used to put our controls where ever the hell we want, but now we are limited so we can't really suit our style, I was hoping to put the reload button on the top-right but nope, it has to be either slightly left or right. It wasn't as great as it was before, but that doesn't mean this game isn't unplayable, I find myself not playing it much, however, but it's still good. Not great as it once was, just good.",en,"This game be pretty good , and it kinda still be , but some thing just do n't make sense anymore . When I think of Pixel Gun , I think the wide variety of unique and creative weapon , but now there be what every game should n't have : Clones . It 's good to have an alternative build of one weapon but to make it a whole different weapon just seem weird , maybe if it be a switchable alternative that need to be buy with gem , then MAYBE it 'd make more sense . The Sandbox be eh . You use to be able to make your own server for specification , like a server mainly for talk or even cancerous sexual roleplay , now they remove that option to make your own server , which be kind well , but at the same time bad . Also , now you can only go to one map and that 's it , the map only change when the game decide it . So if the update decide the map be go to be Winter Island , it 's gon na be that way . The control be now limit , back then we use to put our control where ever the hell we want , but now we be limit so we ca n't really suit our style , I be hop to put the reload button on the top-right but nope , it have to be either slightly leave or right . It be n't as great a it be before , but that do n't mean this game be n't unplayable , I find myself not play it much , however , but it 's still good . Not great a it once be , just good ."
809,809,5,I love everythiny,en,I love everythiny
821,821,5,I'm not a huge fan of the whole mine crafts graphics era.... But I have to admit that the graphics aside...this game is a ton of fun! Lots of action and guns with tons upgrades for seemingly endless fun. Also plays real smooth through their servers where I never have any lag at all anywhere.Well done guys!,en,I 'm not a huge fan of the whole mine craft graphic era ... . But I have to admit that the graphic aside ... this game be a ton of fun exclamation_point Lots of action and gun with ton upgrade for seemingly endless fun . Also play real smooth through their server where I never have any lag at all anywhere.Well do guy exclamation_point
836,836,5,Totally awesome!!!!!!!,en,Totally awesome exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point
848,848,5,I love this game  I got 50 gems from one chest Thx for the game guys,en,I love this game I get 50 gem from one chest Thx for the game guy
864,864,5,This is an amazing game it is a right pleasure to play,en,This be an amazing game it be a right pleasure to play
873,873,5,Super fun and the gameplay super cool i want you to make more super cool games,en,Super fun and the gameplay super cool i want you to make more super cool game
875,875,5,Cool,en,Cool
885,885,5,I love to play this it is so good oh wait I is the best game in the world,en,I love to play this it be so good oh wait I be the best game in the world
894,894,5,It took me two years to get all the legendary  wepons,en,It take me two year to get all the legendary wepons
901,901,5,Good graphics  and good guns😯😯😯😯😯😯,en,Good graphic and good guns😯😯😯😯😯😯
912,912,5,Cool,en,Cool
913,913,4,you cocoloco hombres i want to update my game BUT I CANT this  happens every time i try to up date it please fix it,en,you cocoloco hombre i want to update my game BUT I CANT this happen every time i try to up date it please fix it
921,921,1,IT WON'T INSTALL,en,IT WO N'T INSTALL
934,934,5,Nice Game I Love to play it all the Time,en,Nice Game I Love to play it all the Time
936,936,5,Awsome,en,Awsome
941,941,5,"The best fps game I have ever played!! Also, pls make the anti hero rifle back to 26 efficiency so it would be better and...... let us get to change our weapons in mid battle, I want the shop icon back while in battle. That's all!",en,"The best fps game I have ever play exclamation_point exclamation_point Also , pls make the anti hero rifle back to 26 efficiency so it would be good and ... ... let u get to change our weapon in mid battle , I want the shop icon back while in battle . That 's all exclamation_point"
943,943,5,Perfect,en,Perfect
948,948,1,I can't play the game because it keeps saying to update when I already did!,en,I ca n't play the game because it keep say to update when I already do exclamation_point
949,949,1,Updated it didnt work 572 mb wasted i am so angry😡,en,Updated it didnt work 572 mb waste i be so angry😡
954,954,5,Cool,en,Cool
956,956,2,They keep on sending me da update sign but I do not have anything to update the game and I cannot play any game as cannot update,en,They keep on send me da update sign but I do not have anything to update the game and I can not play any game a can not update
964,964,5,It's awsome in every way and all my friends can play too! 😊,en,It 's awsome in every way and all my friend can play too exclamation_point 😊
970,970,4,I've been playing for years this is some dope game I tell ya! But takes up too much space... Please do something about that,en,I 've be play for year this be some dope game I tell ya exclamation_point But take up too much space ... Please do something about that
975,975,5,Thanks,en,Thanks
989,989,5,",yes cool play",en,", yes cool play"
1005,1005,5,It's great I Love it.,en,It 's great I Love it .
1006,1006,5,The game is kinda cool but the graphics are kinda good but its pretty cool it will have very new update but I love this game so much I rate 5 stars keep playing guys!!,en,The game be kinda cool but the graphic be kinda good but it pretty cool it will have very new update but I love this game so much I rate 5 star keep play guy exclamation_point exclamation_point
1011,1011,1,This game is dumb because it keeps laging and people cusses alot and you know whats stupid the owner of PixelGun3D is banning people for no reason! Wtf!! Don't let your kids play this game because they will learn bad stuff!!!,en,This game be dumb because it keep laging and people cuss alot and you know whats stupid the owner of PixelGun3D be ban people for no reason exclamation_point Wtf exclamation_point exclamation_point Do n't let your kid play this game because they will learn bad stuff exclamation_point exclamation_point exclamation_point
1022,1022,5,It is so cool!,en,It be so cool exclamation_point
1026,1026,5,Pretty good,en,Pretty good
1032,1032,5,Pretty good game.,en,Pretty good game .
1037,1037,5,This game is the best game I every played its addictive and very fun if I had to download only two games in the world this would be one of em,en,This game be the best game I every play it addictive and very fun if I have to download only two game in the world this would be one of em
1040,1040,2,Pay to win!Lots of hackers!,en,Pay to win exclamation_point Lots of hacker exclamation_point
1044,1044,5,I love it I could have died for it,en,I love it I could have die for it
1051,1051,2,"The Game Is Fine, Its The Lucky Chest I Hate,I Keep On Getting  Coins And Gems,Even When I Won A Gun I Still Got Coins.Please Fix This I Don't Wanna Keep On Getting Stuff Like That. Also I Think Its Going On With The Lottery Too If I'm Not Sure.2 Stars For Now Till You Fix This.",en,"The Game Is Fine , Its The Lucky Chest I Hate , I Keep On Getting Coins And Gems , Even When I Won A Gun I Still Got Coins.Please Fix This I Do n't Wan na Keep On Getting Stuff Like That . Also I Think Its Going On With The Lottery Too If I 'm Not Sure.2 Stars For Now Till You Fix This ."
1061,1061,5,Great,en,Great
1062,1062,5,I Liked This App Alot!,en,I Liked This App Alot exclamation_point
1067,1067,5,This game is drugs,en,This game be drug
1075,1075,5,Its so addictive and fun,en,Its so addictive and fun
1077,1077,5,Super fun game. The only thing is that they should add a private server mode to play only with friends,en,Super fun game . The only thing be that they should add a private server mode to play only with friend
1082,1082,3,I give it 3 stars cause it's too addicting.....😬,en,I give it 3 star cause it 's too addicting ... ..😬
1106,1106,5,I love wis game,en,I love wis game
1109,1109,4,This is a great game the only problem I have with it though is that you have to get have a chest in order to play 1v1 this is pretty annoying especially when I just want to get in a quick game and haven't played for a while😥,en,This be a great game the only problem I have with it though be that you have to get have a chest in order to play 1v1 this be pretty annoy especially when I just want to get in a quick game and have n't play for a while😥
1114,1114,4,It's good and cool,en,It 's good and cool
1120,1120,5,I love this game,en,I love this game
1122,1122,4,Hard control.,en,Hard control .
1123,1123,5,It is AWSOME but the controls are weired......bit great game ☺☺☺,en,It be AWSOME but the control be weired ... ... bit great game ☺☺☺
1126,1126,5,Best game ever make about her one,en,Best game ever make about her one
1129,1129,5,It is the best shooting game ever,en,It be the best shooting game ever
1136,1136,5,Its a fun game but some times its crashes 4 me in a game idk why,en,Its a fun game but some time it crash 4 me in a game idk why
1138,1138,1,It want 't let me play,en,It want 't let me play
1140,1140,5,I WANT TO PLAY PIXEL GUN ITS AWESOME,en,I WANT TO PLAY PIXEL GUN ITS AWESOME
1143,1143,5,I was so happy to get this game,en,I be so happy to get this game
1145,1145,1,This game just took my MB and then it does't instal pleas fix these game.,en,This game just take my MB and then it does't instal plea fix these game .
1146,1146,5,I like the online game,en,I like the online game
1149,1149,5,Mejor que pongan modo halowin con skin de fredyy kruger o jesonn vorj is o scream o michel mayesr,en,Mejor que pongan mode halowin con skin de fredyy kruger o jesonn vorj be o scream o michel mayesr
1154,1154,5,It's super addictive and fun it's just then the updates are the same size as the game itself,en,It 's super addictive and fun it 's just then the update be the same size a the game itself
1157,1157,2,"It is very stressful now, I keep leveling up and buying new weapons, then all of a sudden, everyone is very powerful. I buy very powerful guns, and it takes forever to kill someone, but when someone uses something weak like the Automatic Peacemaker, and I am level 35, they kill me within a few 12 bullets. This game was good, but with all the crap updates...I am sorry... but this is not ok, I barely play, I only play because my friends still like it. It is not challenging anymore, just stressful.",en,"It be very stressful now , I keep level up and buy new weapon , then all of a sudden , everyone be very powerful . I buy very powerful gun , and it take forever to kill someone , but when someone use something weak like the Automatic Peacemaker , and I be level 35 , they kill me within a few 12 bullet . This game be good , but with all the crap update ... I be sorry ... but this be not ok , I barely play , I only play because my friend still like it . It be not challenge anymore , just stressful ."
1158,1158,1,All of my weapons are nerfed so hard that a sniper is more of a starter pistol,en,All of my weapon be nerfed so hard that a sniper be more of a starter pistol
1161,1161,5,Great game overall but they should make it easier to earn gems I spent over 200 bucks and I eventually got banned,en,Great game overall but they should make it easy to earn gem I spend over 200 buck and I eventually get ban
1166,1166,5,Cooool But I can't update it:(..... But still 5Star,en,Cooool But I ca n't update it : ( ... .. But still star
1169,1169,5,I like the game but can we make our own game mode like creating a sandbox and add three types of female zombies,en,I like the game but can we make our own game mode like create a sandbox and add three type of female zombie
1171,1171,5,Cool download it I am addicted to this game,en,Cool download it I be addict to this game
1172,1172,5,A very  good like Minecraft but with guns,en,A very good like Minecraft but with gun
1179,1179,5,I love this game because you can play with others and if you like shooting games heres a good game for you,en,I love this game because you can play with others and if you like shoot game heres a good game for you
1181,1181,5,This is the game of the future. Hand held multiplayer shooter that can be played ofline and is for all ages,en,This be the game of the future . Hand hold multiplayer shooter that can be play ofline and be for all age
1186,1186,5,It is fun but every week can we get 5 or 10 jems,en,It be fun but every week can we get 5 or 10 jem
1187,1187,5,Good everything BEST GAME EVER,en,Good everything BEST GAME EVER
1190,1190,5,It s like Minecraft,en,It s like Minecraft
1200,1200,1,I hate this fucking game because it doesnt let me update it 👎👎👎💩💩,en,I hate this fucking game because it doesnt let me update it 👎👎👎💩💩
1201,1201,5,I love its so much fun i really enjoy it,en,I love it so much fun i really enjoy it
1209,1209,5,What good controls,en,What good control
1211,1211,4,Its addictive  but very pay to win. Ive spent about $150 on guns and stuff.,en,Its addictive but very pay to win . Ive spend about $ 150 on gun and stuff .
1215,1215,4,Increase the exp and coins you get when you win a game,en,Increase the exp and coin you get when you win a game
1218,1218,5,Love it!!!!!!,en,Love it exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point
1221,1221,1,"When I updated it it took forever, I watched the movie and when it was finished it was 1%",en,"When I update it it take forever , I watch the movie and when it be finish it be 1 %"
1223,1223,5,It is awesome!😀,en,It be awesome exclamation_point 😀
1225,1225,5,It is a cool game i realy liked it its fun too 😜😝😛😄😃😀,en,It be a cool game i realy like it it fun too 😜😝😛😄😃😀
1226,1226,1,Pay to win,en,Pay to win
1232,1232,5,It is a good way to spend some free time and is fun to play with friends.,en,It be a good way to spend some free time and be fun to play with friend .
1240,1240,1,"Yhae what the freak do you do for a living try this make it less dumb you piece of craps and WHY I mean I gotta give it to you the graphics are good but everything else looks like it came from the sewer and hey 4 months ago I shatterd my tablet screen because of this game I've never seen anything so rage inducing and here's something else I mean you just said hey ""why don't we just make everthing only bill Gates can afford"" so here's some advice make more offers that are less than 10 bucks oh and one more thing yha I only say this when someone's making me mad or when I'm trying to be funny HA HA but yha FRICK YOU",en,Yhae what the freak do you do for a living try this make it less dumb you piece of crap and WHY I mean I get ta give it to you the graphic be good but everything else look like it come from the sewer and hey 4 month ago I shatterd my tablet screen because of this game I 've never see anything so rage inducing and here 's something else I mean you just say hey `` why do n't we just make everthing only bill Gates can afford '' so here 's some advice make more offer that be less than 10 buck oh and one more thing yha I only say this when someone 's make me mad or when I 'm try to be funny HA HA but yha FRICK YOU
1241,1241,5,It's so fun but my bff is too good so 8 always die😂,en,It 's so fun but my bff be too good so 8 always die😂
1243,1243,1,It's telling me to update my game but when I go too the play store it says open and un install,en,It 's tell me to update my game but when I go too the play store it say open and un install
1245,1245,5,IT'S SO AMAZING,en,IT 'S SO AMAZING
1247,1247,5,I think this is a absolute great game for children to play in mobile devices. It could have some mini games with other players in it though.,en,I think this be a absolute great game for child to play in mobile device . It could have some mini game with other player in it though .
1250,1250,4,it so fun until the gem system came out. now everything is so expansive.,en,it so fun until the gem system come out . now everything be so expansive .
1251,1251,5,UNA SOLA PALABRA WOW¡¡¡¡¡¡,en,UNA SOLA PALABRA WOW¡¡¡¡¡¡
1252,1252,5,Love this game it makes me hype😆.,en,Love this game it make me hype😆 .
1253,1253,5,Love it 💘,en,Love it 💘
1254,1254,5,Awsome I am good at this game,en,Awsome I be good at this game
1260,1260,5,All the best,en,All the best
1261,1261,5,Cool,en,Cool
1266,1266,5,Its amazing download it,en,Its amaze download it
1268,1268,5,Its 👍,en,Its 👍
1269,1269,5,I need money,en,I need money
1281,1281,5,I love this game best first person  shooter 👍👍👍👍👍👍,en,I love this game best first person shooter 👍👍👍👍👍👍
1286,1286,4,Its fun wh3n you kill someone in the game but when someon kill you in the game is not fun or sort off.,en,Its fun wh3n you kill someone in the game but when someon kill you in the game be not fun or sort off .
1290,1290,5,It fun,en,It fun
1291,1291,1,I'm going to report you if you don't give me back my golden friend because this is not fair,en,I 'm go to report you if you do n't give me back my golden friend because this be not fair
1292,1292,5,Love this game!💖💖,en,Love this game exclamation_point 💖💖
1293,1293,5,The best game on android,en,The best game on android
1296,1296,5,Really cool,en,Really cool
1298,1298,5,Make gems easier to collect or to earn,en,Make gem easy to collect or to earn
1302,1302,5,Coolest game ever I don't know what anyone can live without playing it,en,Coolest game ever I do n't know what anyone can live without play it
1303,1303,5,It's a very fun game and I enjoy to play it,en,It 's a very fun game and I enjoy to play it
1307,1307,5,Just play it,en,Just play it
1308,1308,5,It's fun to play,en,It 's fun to play
1310,1310,5,I love this game but it will not let me update it when I need to so I have to delete it and install it again and I don't have a army button so I'm kinda mad about that but I love the game nice work u guys😁👍👍👌👌👏👏👊,en,I love this game but it will not let me update it when I need to so I have to delete it and install it again and I do n't have a army button so I 'm kinda mad about that but I love the game nice work u guys😁👍👍👌👌👏👏👊
1311,1311,2,would not let me update the game,en,would not let me update the game
1320,1320,5,IT IS THE BEST GAME EVER,en,IT IS THE BEST GAME EVER
1321,1321,5,This is the best,en,This be the best
