,Unnamed: 0,Rating,Review,lang,cleaned
42499,42499,5,i think a lot of people like this game but there's a lot of online daters,en,i think a lot of people like this game but there 's a lot of online daters
42501,42501,5,Best game ever but the items and guns are expensive,en,Best game ever but the item and gun be expensive
42506,42506,5,What you guys could add a place where u could exchange parts for gems or coins or trade weapons for gold or make a way to transfer gold into a certain amount of gems  Like 75 gold = 20 gems,en,What you guy could add a place where u could exchange part for gem or coin or trade weapon for gold or make a way to transfer gold into a certain amount of gem Like 75 gold = 20 gem
42509,42509,5,This is better than Minecraft,en,This be good than Minecraft
42515,42515,5,So addicting and fun love it so much,en,So addicting and fun love it so much
42516,42516,5,It is fire,en,It be fire
42517,42517,5,Christopher,en,Christopher
42525,42525,5,Is cool,en,Is cool
42531,42531,4,This is a great game and highly addictive but since the latest update it does not let you sync your account. This is a big failure for me who was level 37 and the highest ranked player for my level. I can no longer access my old account and had to start over,en,This be a great game and highly addictive but since the late update it do not let you sync your account . This be a big failure for me who be level 37 and the high ranked player for my level . I can no longer access my old account and have to start over
42533,42533,5,Awsome,en,Awsome
42537,42537,5,It needs more overpowered weapon s,en,It need more overpowered weapon s
42541,42541,1,Hate it,en,Hate it
42542,42542,1,I spent 70+ dollars and accidentally uninstalled it and sign in to Google play and lossed all my diamonds and gold i would like a refund,en,I spend 70+ dollar and accidentally uninstalled it and sign in to Google play and lossed all my diamond and gold i would like a refund
42551,42551,5,It is awesome I loved since I was a little kid,en,It be awesome I love since I be a little kid
42552,42552,4,"I've been playing since 2013 back then you needed skill to win now it's just who has the best area damage weapon From what I've seen is 3% of the players that Ive seen use guns, 97% use area damage and its ruined the gameplay it's just lock on missiles and the solar ray rifle. This game has gone Slowly down hill ever since huge amounts of area damage weapons have been added.",en,"I 've be play since 2013 back then you need skill to win now it 's just who have the best area damage weapon From what I 've see be 3 % of the player that Ive see use gun , 97 % use area damage and it ruin the gameplay it 's just lock on missile and the solar ray rifle . This game have go Slowly down hill ever since huge amount of area damage weapon have be add ."
42560,42560,5,I love it it's so fun to play,en,I love it it 's so fun to play
42566,42566,5,It's  a fun game just hard to get coins for gun's.,en,It 's a fun game just hard to get coin for gun 's .
42573,42573,5,One of my favorite game's of all time it's in the top 3(we'll for phone game's),en,One of my favorite game 's of all time it 's in the top 3 ( we 'll for phone game 's )
42577,42577,5,Thanks,en,Thanks
42580,42580,5,Awesome game 5 stars for it love it and you will too,en,Awesome game 5 star for it love it and you will too
42582,42582,5,I changed my mind this game is THE ABSOLUTE BEST FIRST PERSON SHOOTER I HAVE EVER PLAYED!!!!!!!!!!!!!!!!!,en,I change my mind this game be THE ABSOLUTE BEST FIRST PERSON SHOOTER I HAVE EVER PLAYED exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point
42584,42584,5,Getting my acc back happy valentin day ❤ thx pixel gun 3d,en,Getting my acc back happy valentin day ❤ thx pixel gun 3d
42587,42587,1,This is to much mg,en,This be to much mg
42588,42588,5,This is one of the best games i have ever played.,en,This be one of the best game i have ever play .
42589,42589,5,Its really fun,en,Its really fun
42595,42595,5,This game is fine the way it is,en,This game be fine the way it be
42596,42596,5,Think it the best game ever in history but I wish I have good connection so I can play it all day like I do and I wish Bihar the wall break pistol one thing to u guys keep it up with the game and can u see if u can make a new sandbow?,en,Think it the best game ever in history but I wish I have good connection so I can play it all day like I do and I wish Bihar the wall break pistol one thing to u guy keep it up with the game and can u see if u can make a new sandbow ?
42599,42599,5,I love the game so much,en,I love the game so much
42607,42607,5,Its very good but the gems,en,Its very good but the gem
42610,42610,5,"Amazing fps shooter, based off of Minecraft too ;)",en,"Amazing fps shooter , base off of Minecraft too ; )"
42611,42611,1,"Well that was fun while it lasted. Got back into the game a while ago and enjoyed it, but since the latest updates upgrading weapons became disgustingly expensive.  Some of the champion weapons could be upgraded for 10 gems per efficiency rank and now they've added a new level system. With one level increase you would get 2 efficiency for 35 gems, so thats an extra 15 gems just for making a weapon a little better.  But again with another its been bumped up to a cost of 160 gems per level... so thats a bump of 140 gems to make a weapon a little better.  Unless they're going to start showering people with free gems then all I can say about the state of this game is Yikes!",en,"Well that be fun while it last . Got back into the game a while ago and enjoy it , but since the late update upgrade weapon become disgustingly expensive . Some of the champion weapon could be upgrade for 10 gem per efficiency rank and now they 've add a new level system . With one level increase you would get 2 efficiency for 35 gem , so thats an extra 15 gem just for make a weapon a little well . But again with another it be bump up to a cost of 160 gem per level ... so thats a bump of 140 gem to make a weapon a little good . Unless they 're go to start shower people with free gem then all I can say about the state of this game be Yikes exclamation_point"
42613,42613,5,It is so great that you want to keep this gave forever and always will have updates so it can be better 😂🐕🍔🍍🍐,en,It be so great that you want to keep this give forever and always will have update so it can be good 😂🐕🍔🍍🍐
42615,42615,5,This is the best game that I ever played in my life,en,This be the best game that I ever play in my life
42626,42626,5,It great,en,It great
42632,42632,5,"Its very cool,...  .",en,"Its very cool , ... ."
42638,42638,1,Ur game is so laggy it is more larger than roblox&minecraft,en,Ur game be so laggy it be more large than roblox & minecraft
42639,42639,5,This is good,en,This be good
42644,42644,5,I'm Back To Forgive And Love It Again.,en,I 'm Back To Forgive And Love It Again .
42645,42645,5,It is addicting,en,It be addict
42646,42646,5,It's fun,en,It 's fun
42647,42647,5,Love the Minecraft feel of this game,en,Love the Minecraft feel of this game
42650,42650,3,"Loved this game, have it on my Kindle. BUT, everytime I get close to leveling up/have a good amount of coins it comes up ""you have inventory saved in the cloud, it will be restored"" and than takes away all of my coins and gems and XP. I'm very close to quitting the game all together. I've Contacted you guys numerous times and nothing has changed. 👎👎",en,"Loved this game , have it on my Kindle . BUT , everytime I get close to level up/have a good amount of coin it come up `` you have inventory save in the cloud , it will be restore '' and than take away all of my coin and gem and XP . I 'm very close to quit the game all together . I 've Contacted you guy numerous time and nothing have change . 👎👎"
42654,42654,5,Good game addictive to play,en,Good game addictive to play
42661,42661,5,It is good game I like these game,en,It be good game I like these game
42664,42664,5,I really like this game i got nice weopons to,en,I really like this game i get nice weopons to
42672,42672,5,It makes me want to do it in real life.,en,It make me want to do it in real life .
42673,42673,5,This is a fun game but mine is glitched I really need help cuz when I get a kill it says I didn't get a Kill,en,This be a fun game but mine be glitched I really need help cuz when I get a kill it say I do n't get a Kill
42678,42678,5,It wouldnt let me get the new update weapons,en,It wouldnt let me get the new update weapon
42683,42683,5,Good just change that you get disconnected if u rap the double square button,en,Good just change that you get disconnect if u rap the double square button
42686,42686,5,It's a really great game. Loved it!!!,en,It 's a really great game . Loved it exclamation_point exclamation_point exclamation_point
42696,42696,5,Awesome Its So Addicted And Cool,en,Awesome Its So Addicted And Cool
42701,42701,5,Loved it,en,Loved it
42706,42706,3,"This was supposed to be fun for everyone,it's not it needs better matchmaking I keep getting put against level 36 people and I'm only level 17 and my is full of noobs",en,"This be suppose to be fun for everyone , it 's not it need well matchmaking I keep get put against level 36 people and I 'm only level 17 and my be full of noobs"
42707,42707,5,It's great,en,It 's great
42710,42710,5,i like it is was a challenge game for the cool guy,en,i like it be be a challenge game for the cool guy
42711,42711,5,Pretty fun tbh I be out here wrecking eryone lmao,en,Pretty fun tbh I be out here wreck eryone lmao
42713,42713,5,This game is just 😶 it's so good!I highly recommend downloading this game!,en,This game be just 😶 it 's so good exclamation_point I highly recommend download this game exclamation_point
42714,42714,5,"Well its fun but i think it should be more fair in block crash, if you die first you get 1 exp if die second you get 2 exp and if u die third u get 3 then 4 you get  4 exp and if youre the winner you get 15 exp",en,"Well it fun but i think it should be more fair in block crash , if you die first you get 1 exp if die second you get 2 exp and if u die third u get 3 then 4 you get 4 exp and if youre the winner you get 15 exp"
42719,42719,4,To laggy and I always go on thloser team 😢😢😢😢😢😢😡😡,en,To laggy and I always go on thloser team 😢😢😢😢😢😢😡😡
42722,42722,5,It is so fun    Ñ,en,It be so fun Ñ
42730,42730,5,Ayy keep up The good work,en,Ayy keep up The good work
42732,42732,5,I love you so much because I love the graphics of the game and,en,I love you so much because I love the graphic of the game and
42738,42738,5,Awsome!!👌👌,en,Awsome exclamation_point exclamation_point 👌👌
42744,42744,5,I think it's cool.,en,I think it 's cool .
42747,42747,5,Me gusto,en,Me gusto
42750,42750,5,AMAZING lots of creative minds to make this btw I have been with you guys for 4 years love your updates,en,AMAZING lot of creative mind to make this btw I have be with you guy for 4 year love your update
42752,42752,4,"Change the control layout. Before the 13.5.0 update you could make the buttons really big and have them overlap a bit, but there are restrictions on the buttons so you can't overlap them at all, and there are size restrictions on some of the buttons. The space for the moving and secondary fire button has gotten smaller and now they need to be really small which negatively affected my game play. Just change the control layout set up like it was before the 13.5.0 update. Other than that the game is amazing and really enjoyable.",en,"Change the control layout . Before the 13.5.0 update you could make the button really big and have them overlap a bit , but there be restriction on the button so you ca n't overlap them at all , and there be size restriction on some of the button . The space for the moving and secondary fire button have get small and now they need to be really small which negatively affect my game play . Just change the control layout set up like it be before the 13.5.0 update . Other than that the game be amazing and really enjoyable ."
42755,42755,5,They have very good guns better than ever,en,They have very good gun well than ever
42756,42756,5,I like this game allot,en,I like this game allot
42759,42759,5,Thanks for making this game,en,Thanks for make this game
42760,42760,5,It is fun,en,It be fun
42768,42768,5,Its good,en,Its good
42770,42770,5,I love the style of the game,en,I love the style of the game
42775,42775,3,"Pixel Gun 3D I had a crystal laser canon,ghost lantern,acid canon,freeze Ray rifle,dead star, anta hero rifle and,juge so this is what happen I get rid of pixel gun then I install it again and gets rid of all those guns I am mad so I will like to get them back please and thank you. Pixel Gun 3D",en,"Pixel Gun 3D I have a crystal laser canon , ghost lantern , acid canon , freeze Ray rifle , dead star , anta hero rifle and , juge so this be what happen I get rid of pixel gun then I install it again and get rid of all those gun I be mad so I will like to get them back please and thank you . Pixel Gun 3D"
42780,42780,5,I don't like how scary dis game is so... Even do dis game is rlly  gud,en,I do n't like how scary dis game be so ... Even do dis game be rlly gud
42782,42782,5,I love your game,en,I love your game
42783,42783,1,I lost my best account and I cant get it back,en,I lose my best account and I cant get it back
42787,42787,5,It's one of the best game out there,en,It 's one of the best game out there
42788,42788,5,It's cool and the next day I can play it😊😊😊,en,It 's cool and the next day I can play it😊😊😊
42791,42791,5,It's Just like Minecraft but with guns,en,It 's Just like Minecraft but with gun
42794,42794,5,This is the best minecraft game ever,en,This be the best minecraft game ever
42798,42798,5,I want more coins,en,I want more coin
42801,42801,5,Best game ever and a quick time killer,en,Best game ever and a quick time killer
42806,42806,5,Cool😉😉😉😉😉😉!!!!!!!!!!!!!!!!!!!!!!!!!!!,en,Cool😉😉😉😉😉😉 exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point
42809,42809,1,I can't download it,en,I ca n't download it
42816,42816,5,You should make a update were you can return your guns and get half of what you paid for it,en,You should make a update be you can return your gun and get half of what you pay for it
42822,42822,4,Yall remember the old days when it was easy to get a girlfriend and how easy to become a pro yea it changed alot,en,Yall remember the old day when it be easy to get a girlfriend and how easy to become a pro yea it change alot
42823,42823,5,It's good,en,It 's good
42827,42827,5,This game is so cool and i like the killing part thats the good one and i really want coins and 693 gems so i will love this game even more and thank you who ever made this game this is the best game ever and i been having this game for 4 years and i love ya guys so much and there are no problems in this game at all and i really mean it! I still play this game like every day when i go home and i play this game for hours and love this game so much and byyeeeee!💕💕💕💕💕😁😁😁😄😄😁😁,en,This game be so cool and i like the kill part thats the good one and i really want coin and 693 gem so i will love this game even more and thank you who ever make this game this be the best game ever and i be have this game for 4 year and i love ya guy so much and there be no problem in this game at all and i really mean it exclamation_point I still play this game like every day when i go home and i play this game for hour and love this game so much and byyeeeee exclamation_point 💕💕💕💕💕😁😁😁😄😄😁😁
42832,42832,5,It fun,en,It fun
42833,42833,5,AWESOME GAME I THINK YOU SHOULD AND A MARMOT GUN PLEASE,en,AWESOME GAME I THINK YOU SHOULD AND A MARMOT GUN PLEASE
42837,42837,5,Pretty sick but when im playing it starts to control by its self and shoot by its self other than that its completely an awsome game better than lots of other games.,en,Pretty sick but when im play it start to control by it self and shoot by it self other than that it completely an awsome game well than lot of other game .
42839,42839,5,It's pretty good but all you need is the game mode battle royal 100 players Keep it up,en,It 's pretty good but all you need be the game mode battle royal 100 player Keep it up
42843,42843,2,The prices r to much expensive,en,The price r to much expensive
42848,42848,5,This game is the BEST!!! OMG!!!,en,This game be the BEST exclamation_point exclamation_point exclamation_point OMG exclamation_point exclamation_point exclamation_point
42863,42863,4,It was very cool😝😋,en,It be very cool😝😋
42864,42864,1,THIS GAME IS TRADH,en,THIS GAME IS TRADH
42871,42871,5,Cool,en,Cool
42874,42874,4,There should be more dragon and ocean creature guns like a stingray that shoots bubbles lets you jump higher because of the fins,en,There should be more dragon and ocean creature gun like a stingray that shoot bubble let you jump high because of the fin
42876,42876,5,I think its not bad,en,I think it not bad
42883,42883,5,cool time to kill and get guns this is a cool game,en,cool time to kill and get gun this be a cool game
42887,42887,3,This game is OK but in my opinion this game will need probably a little more realistic products in there or like maybe a little more realistic guns that will be fun for me in my opinion,en,This game be OK but in my opinion this game will need probably a little more realistic product in there or like maybe a little more realistic gun that will be fun for me in my opinion
42888,42888,5,It's a game that I very much enjoy and I don't like playing on devices much  I usually am a healthy guy so download it lol,en,It 's a game that I very much enjoy and I do n't like play on device much I usually be a healthy guy so download it lol
42889,42889,2,"375 mbs is quite alot for my phone!! try to make it take up less space, btw been playing pixel gun since it was first on playstore :D",en,"375 mb be quite alot for my phone exclamation_point exclamation_point try to make it take up less space , btw be play pixel gun since it be first on playstore : D"
42891,42891,3,I think the game is great and all but you should remove the combat level of all guns making all gun at 17 be the only good ones. Most people are not able to buy gems and buy level 17 gun.This is why you should make the gun level to kill someone with maximum armor to be level 14 or 15 or just redudce the armor. AND ONE MORE THING keep up the good work on the game.,en,I think the game be great and all but you should remove the combat level of all gun make all gun at 17 be the only good one . Most people be not able to buy gem and buy level 17 gun.This be why you should make the gun level to kill someone with maximum armor to be level 14 or 15 or just redudce the armor . AND ONE MORE THING keep up the good work on the game .
42893,42893,5,Mt bom,en,Mt bom
42898,42898,5,It a very good game,en,It a very good game
42899,42899,5,I like all the explosions and the designs this is much better than pixel gun 1 I like Pixel Gun 3D it's much better,en,I like all the explosion and the design this be much good than pixel gun 1 I like Pixel Gun 3D it 's much good
42902,42902,3,It keeps crashing please fix it.also stop taking away throfies when i leave a game that should be only for dual,en,It keep crash please fix it.also stop take away throfies when i leave a game that should be only for dual
42903,42903,5,COOLEST GAME IN THE WORLD,en,COOLEST GAME IN THE WORLD
42904,42904,2,I'm having trouble having the free gems button popping when I open the game and the thing I most hate is how the upgrades on the guns cost. They cost over the price it costs to buy it. Plz fix this plzzzzz.,en,I 'm have trouble have the free gem button pop when I open the game and the thing I most hate be how the upgrade on the gun cost . They cost over the price it cost to buy it . Plz fix this plzzzzz .
42906,42906,5,Grate,en,Grate
42908,42908,1,Not a GG,en,Not a GG
42912,42912,5,ESTE JUEGO ES MUY PADRE ME GUSTA POR QUE PARA DESBLOQUEAR EL CORRAL DE ZOMBIES TIENES QUE MATAR 300 Y LAS ARMAS NO ESTAN TAN CARAS,en,ESTE JUEGO ES MUY PADRE ME GUSTA POR QUE PARA DESBLOQUEAR EL CORRAL DE ZOMBIES TIENES QUE MATAR 300 Y LAS ARMAS NO ESTAN TAN CARAS
42917,42917,5,I think this is the best game ever the only problem is that it uses up a lot of space.,en,I think this be the best game ever the only problem be that it use up a lot of space .
42927,42927,5,My son loves it,en,My son love it
42928,42928,5,It's pretty cool,en,It 's pretty cool
42934,42934,1,It wont let me download it again,en,It wont let me download it again
42936,42936,5,I love the game it's boss 👌👌👌👍👍👉👉👉,en,I love the game it 's boss 👌👌👌👍👍👉👉👉
42937,42937,5,the game is awesome.,en,the game be awesome .
42939,42939,5,Great game,en,Great game
42944,42944,5,Well I think its a fun app but I'm asking if we can like download offline levels because when you have no wifi what the use.,en,Well I think it a fun app but I 'm ask if we can like download offline level because when you have no wifi what the use .
42945,42945,1,The new update sucks take it out,en,The new update suck take it out
42951,42951,5,Keep up the good work devs,en,Keep up the good work devs
42954,42954,5,This game was amazing no lag only if internet problems but it was great,en,This game be amaze no lag only if internet problem but it be great
42960,42960,5,it's really good it's just the control,en,it 's really good it 's just the control
42961,42961,5,"It's awesome I love a th guns,and the armor it's the best game ever",en,"It 's awesome I love a th gun , and the armor it 's the best game ever"
42966,42966,5,Very addicting and magnificent controls. This game should be on Xbox and  ps4,en,Very addict and magnificent control . This game should be on Xbox and ps4
42972,42972,5,I love pixel gun 3d because its so so fun and its like the best game!!!!!😎😎😎 heck yeah love this game Everything is Fun About This Freaking Game this game is my Faviorite Game love it,en,I love pixel gun 3d because it so so fun and it like the best game exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point 😎😎😎 heck yeah love this game Everything be Fun About This Freaking Game this game be my Faviorite Game love it
42974,42974,3,the new 13.5.1 ruin the upgrading system and weapon that use to be good are now trash and to upgrade weapon are now to expensive. for some reason before it was cheap to upgrade and now they just raise the price to upgrade. please remove the upgrade system because it suck,en,the new 13.5.1 ruin the upgrading system and weapon that use to be good be now trash and to upgrade weapon be now to expensive . for some reason before it be cheap to upgrade and now they just raise the price to upgrade . please remove the upgrade system because it suck
42976,42976,5,this game is awsome,en,this game be awsome
42977,42977,5,Cool,en,Cool
42978,42978,5,This game is very fun and very addictive love the new updates would recommend for all ages .,en,This game be very fun and very addictive love the new update would recommend for all age .
42982,42982,5,Wut is this,en,Wut be this
42983,42983,5,I think this the best game on the app store.,en,I think this the best game on the app store .
42985,42985,5,"Its amazing and i feel like all my friends and i love to play together on this, its amazing =)",en,"Its amazing and i feel like all my friend and i love to play together on this , it amazing = )"
42992,42992,5,The game is a aw some,en,The game be a aw some
42993,42993,5,"This was my childhood game since it came out. Amazing gameplay, most addicting game on android i've ever played and It gets better every update so Keep it up!",en,"This be my childhood game since it come out . Amazing gameplay , most addicting game on android i 've ever play and It get well every update so Keep it up exclamation_point"
42996,42996,4,What happend? The new update ruined it! Please don't do this to me...,en,What happend ? The new update ruin it exclamation_point Please do n't do this to me ...
42998,42998,5,Its good game,en,Its good game
42999,42999,5,It is so fun,en,It be so fun
43003,43003,5,Best multiplayer player game ever,en,Best multiplayer player game ever
43004,43004,5,Its just a classic shooter game but its multiplayer and its pixelated! I really love this game,en,Its just a classic shooter game but it multiplayer and it pixelated exclamation_point I really love this game
43012,43012,5,Love it.just wish we could earn gems faster,en,Love it.just wish we could earn gem faster
43013,43013,2,why all my trophies are gone?,en,why all my trophy be go ?
43017,43017,5,It has guns and people,en,It have gun and people
43018,43018,5,It so fun game,en,It so fun game
43019,43019,5,This game is full of action weapons and it's the best you can fight level up and get big doe,en,This game be full of action weapon and it 's the best you can fight level up and get big doe
43021,43021,5,its a very addicting game its great over all,en,it a very addicting game it great over all
43024,43024,5,Great game great modes cant wait for future updates,en,Great game great mode cant wait for future update
43025,43025,5,"You guys should some more weapons but not to many, cause it's going to be a huge update. (This is a really nice game)",en,"You guy should some more weapon but not to many , cause it 's go to be a huge update . ( This be a really nice game )"
43026,43026,5,Good game but i didnt like the duel mode but it is a good game not laggy and easy to play i am already level 38 in 2 days,en,Good game but i didnt like the duel mode but it be a good game not laggy and easy to play i be already level 38 in 2 day
43031,43031,5,Chickens go moooo,en,Chickens go moooo
43041,43041,5,It's cool some cause u get to kill people,en,It 's cool some cause u get to kill people
43042,43042,5,Very well made game but can glitch know and then,en,Very well make game but can glitch know and then
43044,43044,5,I love this game,en,I love this game
43045,43045,5,"The updates are so amazing,amazing guns,this game is so fun",en,"The update be so amazing , amazing gun , this game be so fun"
43047,43047,5,Hadn't played for a while lets see whats new ;).,en,Had n't play for a while let see whats new ; ) .
43048,43048,5,It is so so so so cool I have had it for 4 years now and I love it!!!!!!!!!!,en,It be so so so so cool I have have it for 4 year now and I love it exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point
43049,43049,5,It's amazing,en,It 's amazing
43051,43051,3,Really fun game but u idiots are so greedy stop making us buy stuff that are so expensive also make sure to ban hackers and also add the big buddy back everyone loved that weapon ur probably to lazy to even read the reviews😑😑,en,Really fun game but u idiot be so greedy stop making u buy stuff that be so expensive also make sure to ban hacker and also add the big buddy back everyone love that weapon ur probably to lazy to even read the reviews😑😑
43053,43053,5,We get to play with allot if people around the world 10/10,en,We get to play with allot if people around the world 10/10
43062,43062,5,I give this game 5 stars all the way through,en,I give this game 5 star all the way through
43066,43066,5,BBQ the same time of the most of them to have you to be a every time to have the us and the more of your books.            two weeks ago I was the first day of the other hand in the same time of a new year,en,BBQ the same time of the most of them to have you to be a every time to have the u and the more of your book . two week ago I be the first day of the other hand in the same time of a new year
43067,43067,5,It is super awsome.,en,It be super awsome .
43073,43073,4,Its good but things are a little too  expensive,en,Its good but thing be a little too expensive
43075,43075,4,This game is a very good game thank you.,en,This game be a very good game thank you .
43077,43077,4,I love I gave it 4 because it reminds me of min craft but ya know it's a good game,en,I love I give it 4 because it remind me of min craft but ya know it 's a good game
43081,43081,5,Love it but allow people to get rewards,en,Love it but allow people to get reward
43086,43086,4,"This is a great game with so many weapons and it is so fun! The first thing is when I first got the game on my phone and went to the loading screen the first time it work amazing! When I got it on my tablet and went to the loading screen it would always get stuck on 16, 21, or 44! The other thing is I want the old music back! Other than that it is a great game!",en,"This be a great game with so many weapon and it be so fun exclamation_point The first thing be when I first get the game on my phone and go to the load screen the first time it work amaze exclamation_point When I get it on my tablet and go to the load screen it would always get stick on 16 , 21 , or 44 exclamation_point The other thing be I want the old music back exclamation_point Other than that it be a great game exclamation_point"
43101,43101,5,It is so fun to play this game,en,It be so fun to play this game
43103,43103,3,i think u should do more new map.,en,i think u should do more new map .
43109,43109,5,I love the game and gliches,en,I love the game and gliches
43118,43118,3,Something happened!!! SOMEONE STOLE MY COINS!!!!!!!!!!!!!!!!😡😡😡😡😡🖓,en,Something happen exclamation_point exclamation_point exclamation_point SOMEONE STOLE MY COINS exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point 😡😡😡😡😡🖓
43120,43120,5,It's lit,en,It 's lit
43125,43125,5,Good stuff,en,Good stuff
43126,43126,5,Cool game,en,Cool game
43131,43131,5,It cool,en,It cool
43134,43134,3,Ok please please get my acount back I had a lot of stuff ever since the update all my stuff was gone can you get it back,en,Ok please please get my acount back I have a lot of stuff ever since the update all my stuff be go can you get it back
43140,43140,5,This is awesome,en,This be awesome
43141,43141,5,Very addicting,en,Very addict
43142,43142,5,It's my best game ever made to play,en,It 's my best game ever make to play
43143,43143,5,This game is so cool,en,This game be so cool
43144,43144,4,"It's fun when everything's balanced and everyone has (Sorta) equal power, but it gets pretty infuriating once you rank up.",en,"It 's fun when everything 's balanced and everyone have ( Sorta ) equal power , but it get pretty infuriate once you rank up ."
43145,43145,5,Cool,en,Cool
43146,43146,5,Cool,en,Cool
43149,43149,5,Muito bom isso😂😂,en,Muito bom isso😂😂
43152,43152,5,i LOVE your game and sew the copys plss!!,en,i LOVE your game and sew the copy plss exclamation_point exclamation_point
43153,43153,5,This game is the BEST!!!,en,This game be the BEST exclamation_point exclamation_point exclamation_point
43156,43156,5,It takes a lot of time to download it but it is so fun,en,It take a lot of time to download it but it be so fun
43158,43158,5,Best game ever but lots of cheaters.,en,Best game ever but lot of cheater .
43163,43163,5,Best game ever and make this game stay at .💯,en,Best game ever and make this game stay at .💯
43168,43168,5,I thinke that this game is the bast out of all of the other suckey games,en,I thinke that this game be the bast out of all of the other suckey game
43171,43171,1,I cant download,en,I cant download
43175,43175,1,"Stupid, Alex has no original ideas all he does is copies all other games. He should get sued. He even copied my favorite game Overwatch. You should go play any FPS but this one.",en,"Stupid , Alex have no original idea all he do be copy all other game . He should get sue . He even copy my favorite game Overwatch . You should go play any FPS but this one ."
43183,43183,5,Best shooting game EVEar!!!!!!!!!!!!!!!!!,en,Best shooting game EVEar exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point
43185,43185,5,I wish i could play with mouse and wsad,en,I wish i could play with mouse and wsad
43189,43189,5,One of the best games I ever played I can't stop playing,en,One of the best game I ever play I ca n't stop playing
43193,43193,5,IT COMPLETELY FREAKING MERKING,en,IT COMPLETELY FREAKING MERKING
43196,43196,5,Cool graphics,en,Cool graphic
43197,43197,4,Yeah I used to love this game. I wish it was still the same as 2013 when the big buddy was in store. When their wasn't all of these OP guns. Its too much. But otherwise I like it.,en,Yeah I use to love this game . I wish it be still the same a 2013 when the big buddy be in store . When their be n't all of these OP gun . Its too much . But otherwise I like it .
43198,43198,5,It is fun,en,It be fun
43200,43200,5,I love the game,en,I love the game
43203,43203,5,It's cool,en,It 's cool
43212,43212,5,New animal s,en,New animal s
43216,43216,5,It's a good game😀 but after the update I got good guns but now they are trash why😂 and can you add an update where you can trade guns and stuff plz😷,en,It 's a good game😀 but after the update I get good gun but now they be trash why😂 and can you add an update where you can trade gun and stuff plz😷
43221,43221,5,Love it best FPS,en,Love it best FPS
43222,43222,5,This game is awesome. Because it is smooth simple and fun!,en,This game be awesome . Because it be smooth simple and fun exclamation_point
43233,43233,5,It's perfect,en,It 's perfect
43234,43234,5,If you like first person shooters that is 3D than this game is for you. And if you want amazing graphics again this is the game.,en,If you like first person shooter that be 3D than this game be for you . And if you want amaze graphic again this be the game .
43237,43237,5,I love this game but my account got reset for no reason. If you could fix that then all 5 stats!!,en,I love this game but my account get reset for no reason . If you could fix that then all 5 stats exclamation_point exclamation_point
43238,43238,4,You should finish the campaign,en,You should finish the campaign
43245,43245,5,The best game in the universe and you know it's the best game in the universe yeah,en,The best game in the universe and you know it 's the best game in the universe yeah
43247,43247,5,I love this game its cooler than my other games,en,I love this game it cooler than my other game
43250,43250,5,LOVE IT!,en,LOVE IT exclamation_point
43252,43252,1,I would have gave it a 5 for everything if I could download if. .......,en,I would have give it a 5 for everything if I could download if . ... ... .
43256,43256,5,AWESOME M8 LIKE EAT DORITOS WHILE YOU WHATCH 8 BIT RYAN EVEN DO HE DOESN'T PLAY IT WOOOO!!!!!!!!!!!!!!!!!,en,AWESOME M8 LIKE EAT DORITOS WHILE YOU WHATCH 8 BIT RYAN EVEN DO HE DOES N'T PLAY IT WOOOO exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point exclamation_point
43258,43258,5,Its Pretty Good!,en,Its Pretty Good exclamation_point
43259,43259,5,Love it 🙂☺,en,Love it 🙂☺
43260,43260,5,Loved it thank you for such a good game,en,Loved it thank you for such a good game
43262,43262,5,This game is so cool,en,This game be so cool
43263,43263,5,Mirsi,en,Mirsi
43264,43264,4,It is very fun to play. But the game is really laugh,en,It be very fun to play . But the game be really laugh
43267,43267,5,It's amazing how much it's like hide,en,It 's amazing how much it 's like hide
43271,43271,5,Its the best online multiplayer game i ever seen on phones 🔥🔥🔥🔥🔥🔥🔥👍😎👍,en,Its the best online multiplayer game i ever see on phone 🔥🔥🔥🔥🔥🔥🔥👍😎👍
43273,43273,5,Is a good game just wish that it was easy to get gems and money to get better guns,en,Is a good game just wish that it be easy to get gem and money to get good gun
